hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,total_of_special_requests,arrival_date
Resort_Hotel,72,2,4,2,none,BB,PRT,Direct,Direct,0,0,0,D,D,1,No_Deposit,250,NULL,0,Transient,99.67,none,1,2015-07-01
Resort_Hotel,78,2,5,2,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,5,NULL,0,Transient,63.6,parking,0,2015-07-01
Resort_Hotel,48,2,5,2,none,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,8,NULL,0,Contract,79.5,none,0,2015-07-01
Resort_Hotel,77,2,5,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,94,none,0,2015-07-01
Resort_Hotel,99,2,5,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,87.3,parking,1,2015-07-01
Resort_Hotel,118,4,10,1,none,BB,NULL,Direct,Direct,0,0,0,A,A,2,No_Deposit,NULL,NULL,0,Transient,62,none,2,2015-07-01
Resort_Hotel,95,4,11,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,241,NULL,0,Transient,63.86,none,0,2015-07-01
Resort_Hotel,69,2,4,2,none,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,A,C,0,No_Deposit,175,NULL,0,Transient,65.5,none,0,2015-07-02
Resort_Hotel,15,1,3,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,240,NULL,0,Transient,98,none,0,2015-07-02
Resort_Hotel,36,1,3,3,none,BB,PRT,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,241,NULL,0,Transient,108.8,none,1,2015-07-02
Resort_Hotel,70,2,3,2,none,HB,ROU,Direct,Direct,0,0,0,E,E,0,No_Deposit,250,NULL,0,Transient,137,none,1,2015-07-02
Resort_Hotel,45,2,3,2,none,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,8,NULL,0,Contract,79.5,none,0,2015-07-02
Resort_Hotel,16,2,3,2,none,BB,ESP,Direct,Direct,0,0,0,F,F,0,No_Deposit,NULL,NULL,0,Transient,123,none,0,2015-07-02
Resort_Hotel,107,2,5,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,110.7,none,2,2015-07-02
Resort_Hotel,96,2,5,2,none,BB,ESP,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,134,NULL,0,Transient,58.95,none,1,2015-07-02
Resort_Hotel,113,2,5,2,none,BB,NOR,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,156,NULL,0,Transient-Party,82.88,none,2,2015-07-02
Resort_Hotel,90,2,5,2,none,HB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,B,1,No_Deposit,243,NULL,0,Contract,82.35,none,0,2015-07-02
Resort_Hotel,50,2,5,2,none,HB,IRL,Online_TA,TA/TO,0,0,0,E,F,1,No_Deposit,241,NULL,0,Transient,119.35,none,1,2015-07-02
Resort_Hotel,93,3,8,2,none,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,156,NULL,0,Contract,56.01,none,0,2015-07-02
Resort_Hotel,76,4,10,2,none,BB,OMN,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,243,NULL,0,Contract,110.7,none,0,2015-07-02
Resort_Hotel,1,0,1,2,none,BB,ARG,Online_TA,TA/TO,0,0,0,H,H,0,No_Deposit,240,NULL,0,Transient,147,parking,0,2015-07-02
Resort_Hotel,1,0,1,2,children,BB,ESP,Direct,Direct,0,0,0,C,C,0,No_Deposit,NULL,NULL,0,Transient,107,parking,2,2015-07-02
Resort_Hotel,0,0,1,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,117.9,none,2,2015-07-02
Resort_Hotel,0,0,1,2,none,BB,PRT,Direct,Direct,0,0,0,G,G,0,No_Deposit,NULL,NULL,0,Transient,123,none,0,2015-07-02
Resort_Hotel,10,0,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,G,G,0,No_Deposit,241,NULL,0,Transient,117.81,none,0,2015-07-02
Resort_Hotel,93,0,3,2,none,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,A,C,0,No_Deposit,115,NULL,0,Contract,58.95,none,0,2015-07-02
Resort_Hotel,10,0,2,2,children,BB,USA,Online_TA,TA/TO,0,0,0,G,H,0,No_Deposit,240,NULL,0,Transient,153,parking,0,2015-07-03
Resort_Hotel,3,0,2,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,240,NULL,0,Transient,110.5,none,0,2015-07-03
Resort_Hotel,51,0,2,2,none,BB,POL,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,242,NULL,0,Transient,97,none,0,2015-07-03
Resort_Hotel,15,0,2,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,114.5,none,0,2015-07-03
Resort_Hotel,3,1,2,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,90.9,parking,0,2015-07-03
Resort_Hotel,72,2,2,2,none,BB,DEU,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,105,NULL,0,Transient,110.7,parking,0,2015-07-03
Resort_Hotel,364,3,7,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,40,NULL,0,Contract,55.68,none,0,2015-07-03
Resort_Hotel,99,3,7,2,none,HB,GBR,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,115,NULL,0,Contract,111.15,none,0,2015-07-03
Resort_Hotel,69,4,10,2,none,BB,GBR,Online_TA,TA/TO,0,0,0,F,F,1,No_Deposit,241,NULL,0,Transient,92.45,none,1,2015-07-03
Resort_Hotel,12,0,1,2,none,BB,GBR,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,240,NULL,0,Transient,73.8,none,0,2015-07-03
Resort_Hotel,9,0,1,2,none,BB,USA,Online_TA,TA/TO,0,0,0,C,C,0,No_Deposit,241,NULL,0,Transient,94.71,none,0,2015-07-03
Resort_Hotel,109,0,1,2,none,BB,BEL,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,123,none,2,2015-07-03
Resort_Hotel,101,2,5,2,children,BB,PRT,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,99.3,parking,2,2015-07-03
Resort_Hotel,102,2,5,2,none,BB,DEU,Direct,Direct,0,0,0,E,E,0,No_Deposit,250,NULL,0,Transient,90.95,none,0,2015-07-03
Resort_Hotel,4,2,1,2,none,BB,ESP,Direct,Direct,0,0,0,A,C,0,No_Deposit,250,NULL,0,Transient,92.67,none,1,2015-07-04
Resort_Hotel,92,2,4,1,children,BB,FRA,Offline_TA/TO,TA/TO,0,0,0,F,F,0,No_Deposit,241,NULL,0,Transient,96.49,none,2,2015-07-04
Resort_Hotel,95,2,4,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,240,NULL,0,Transient,85.8,parking,2,2015-07-04
Resort_Hotel,102,2,5,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,96.3,none,1,2015-07-04
Resort_Hotel,102,2,5,2,children,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,73.8,none,2,2015-07-04
Resort_Hotel,86,2,5,2,none,BB,CHE,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,97,none,2,2015-07-04
Resort_Hotel,78,2,5,2,children,HB,PRT,Online_TA,TA/TO,0,0,0,E,F,0,No_Deposit,240,NULL,0,Transient,139,none,2,2015-07-04
Resort_Hotel,29,2,6,3,none,BB,PRT,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,241,NULL,0,Transient,116.5,none,1,2015-07-04
Resort_Hotel,109,2,6,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,123,none,1,2015-07-04
Resort_Hotel,92,4,6,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,40,NULL,0,Contract,71.55,none,1,2015-07-04
Resort_Hotel,92,4,6,2,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,40,NULL,0,Contract,71.55,none,1,2015-07-04
Resort_Hotel,79,4,6,2,children,HB,PRT,Direct,Direct,0,0,0,D,D,1,No_Deposit,250,NULL,0,Transient,149,none,1,2015-07-04
Resort_Hotel,2,0,1,2,children,BB,PRT,Online_TA,TA/TO,0,0,0,H,G,1,No_Deposit,240,NULL,0,Transient,163,parking,0,2015-07-04
Resort_Hotel,8,0,1,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,123,none,0,2015-07-04
Resort_Hotel,100,1,1,2,none,BB,FRA,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,240,NULL,0,Transient-Party,73.8,parking,1,2015-07-04
Resort_Hotel,0,1,0,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,C,1,No_Deposit,306,NULL,0,Transient,85.1,none,0,2015-07-05
Resort_Hotel,2,1,0,1,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,80.1,none,0,2015-07-05
Resort_Hotel,2,1,0,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,E,0,No_Deposit,240,NULL,0,Transient,98,none,0,2015-07-05
Resort_Hotel,9,1,0,1,none,BB,DEU,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,184,NULL,0,Transient,101,parking,0,2015-07-05
Resort_Hotel,2,1,0,2,none,BB,PRT,Direct,Direct,0,0,0,G,G,0,No_Deposit,NULL,NULL,0,Transient,167,none,1,2015-07-05
Resort_Hotel,44,2,0,3,none,HB,PRT,Online_TA,TA/TO,0,0,0,G,G,3,No_Deposit,240,NULL,0,Transient,225,parking,0,2015-07-05
Resort_Hotel,80,2,0,2,none,BB,FRA,Online_TA,TA/TO,0,0,0,D,E,0,No_Deposit,240,NULL,0,Transient,97,parking,0,2015-07-05
Resort_Hotel,109,2,3,2,children,BB,CN,Offline_TA/TO,TA/TO,0,0,0,A,D,0,No_Deposit,241,NULL,0,Transient,85.59,parking,2,2015-07-05
Resort_Hotel,30,2,3,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,123,none,0,2015-07-05
Resort_Hotel,64,2,3,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,107,none,0,2015-07-05
Resort_Hotel,39,2,4,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,H,H,0,No_Deposit,240,NULL,0,Transient,163,none,0,2015-07-05
Resort_Hotel,90,2,4,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,82,none,0,2015-07-05
Resort_Hotel,97,2,5,2,children,HB,PRT,Direct,Direct,0,0,0,C,C,1,No_Deposit,250,NULL,0,Transient,164.2,parking,1,2015-07-05
Resort_Hotel,29,2,5,2,none,BB,IRL,Online_TA,TA/TO,0,0,0,F,F,0,No_Deposit,241,NULL,0,Transient,97.29,none,1,2015-07-05
Resort_Hotel,8,4,5,2,children,BB,CHE,Online_TA,TA/TO,0,0,0,H,H,1,No_Deposit,240,NULL,0,Transient,175,parking,1,2015-07-05
Resort_Hotel,94,4,6,3,none,BB,PRT,Direct,Direct,0,0,0,D,C,3,No_Deposit,NULL,NULL,0,Transient,124.45,parking,1,2015-07-05
Resort_Hotel,110,4,7,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,40,NULL,0,Contract,110.7,none,0,2015-07-05
Resort_Hotel,96,4,10,1,none,HB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,40,NULL,0,Contract,74.07,none,0,2015-07-05
Resort_Hotel,111,1,3,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,240,NULL,0,Transient,123,none,2,2015-07-06
Resort_Hotel,51,1,3,2,none,BB,USA,Online_TA,TA/TO,0,0,0,G,G,0,No_Deposit,241,NULL,0,Transient,117.81,parking,2,2015-07-06
Resort_Hotel,94,1,3,3,none,BB,CN,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,96,NULL,0,Transient,171.32,none,1,2015-07-06
Resort_Hotel,81,1,3,2,children,HB,CHE,Direct,Direct,0,0,0,G,G,0,No_Deposit,250,NULL,0,Transient,210,parking,0,2015-07-06
Resort_Hotel,84,1,3,2,children,BB,PRT,Online_TA,TA/TO,0,0,0,D,E,1,No_Deposit,240,NULL,0,Transient,97,none,2,2015-07-06
Resort_Hotel,111,0,0,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,H,0,No_Deposit,240,NULL,0,Transient,0,none,2,2015-07-06
Resort_Hotel,0,0,0,1,none,BB,PRT,Direct,Direct,0,0,0,E,H,0,No_Deposit,250,NULL,0,Transient,0,none,0,2015-07-06
Resort_Hotel,2,1,0,2,children,BB,PRT,Direct,Direct,0,0,0,A,E,0,No_Deposit,NULL,NULL,0,Transient,131,none,0,2015-07-06
Resort_Hotel,7,1,1,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,E,0,No_Deposit,240,NULL,0,Transient,98,none,2,2015-07-06
Resort_Hotel,98,1,1,2,none,BB,USA,Online_TA,TA/TO,0,0,0,D,F,0,No_Deposit,240,NULL,0,Transient,87.3,parking,1,2015-07-06
Resort_Hotel,95,1,2,2,none,BB,GRC,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,97,none,1,2015-07-06
Resort_Hotel,66,1,3,2,none,HB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,E,0,No_Deposit,175,NULL,0,Transient,91.5,none,0,2015-07-06
Resort_Hotel,104,1,3,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,C,1,No_Deposit,240,NULL,0,Transient,73.8,none,1,2015-07-06
Resort_Hotel,28,1,4,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,123,none,0,2015-07-06
Resort_Hotel,34,1,4,2,none,HB,PRT,Direct,Direct,0,0,0,F,F,0,No_Deposit,250,NULL,0,Transient,175,parking,0,2015-07-06
Resort_Hotel,98,1,5,2,none,HB,ESP,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,240,NULL,0,Transient,117.8,parking,1,2015-07-06
Resort_Hotel,104,1,5,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,E,E,1,No_Deposit,240,NULL,0,Transient,117.63,none,0,2015-07-06
Resort_Hotel,68,2,5,2,children,HB,PRT,Online_TA,TA/TO,0,0,0,G,G,0,No_Deposit,240,NULL,0,Transient,185,none,0,2015-07-06
Resort_Hotel,258,2,5,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,2,NULL,0,Contract,47.25,none,0,2015-07-06
Resort_Hotel,112,3,7,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,242,NULL,0,Transient,120.6,none,1,2015-07-06
Resort_Hotel,100,3,7,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,1,No_Deposit,241,NULL,0,Transient,63.86,none,1,2015-07-06
Resort_Hotel,33,3,7,2,none,HB,PRT,Direct,Direct,0,0,0,F,F,5,No_Deposit,250,NULL,0,Transient,157.1,none,1,2015-07-06
Resort_Hotel,90,4,10,2,none,BB,ITA,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,8,NULL,0,Contract,110.7,none,0,2015-07-06
Resort_Hotel,21,0,3,2,children,HB,PRT,Direct,Direct,0,0,0,F,F,0,No_Deposit,250,NULL,0,Transient,185.5,none,1,2015-07-07
Resort_Hotel,8,0,0,2,none,BB,PRT,Direct,Direct,0,0,0,A,A,0,No_Deposit,NULL,NULL,0,Transient,0,none,1,2015-07-07
Resort_Hotel,8,0,0,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,E,0,No_Deposit,240,NULL,0,Transient,0,none,1,2015-07-07
Resort_Hotel,0,0,1,1,none,BB,GBR,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,109.8,none,3,2015-07-07
Resort_Hotel,0,0,1,3,none,HB,PRT,Direct,Direct,0,0,0,C,C,0,No_Deposit,NULL,NULL,0,Transient,195,parking,0,2015-07-07
Resort_Hotel,0,0,1,1,none,BB,GBR,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,109.8,none,3,2015-07-07
Resort_Hotel,66,0,4,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,97,none,2,2015-07-07
Resort_Hotel,88,0,4,3,none,HB,USA,Offline_TA/TO,TA/TO,0,0,0,D,E,0,No_Deposit,95,NULL,0,Transient,150,none,1,2015-07-07
Resort_Hotel,54,2,5,2,none,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,8,NULL,0,Transient,79.5,none,0,2015-07-07
Resort_Hotel,112,4,10,2,none,HB,IRL,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,156,NULL,0,Contract,126.65,none,1,2015-07-07
Resort_Hotel,68,0,3,2,none,BB,GBR,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,107,none,1,2015-07-08
Resort_Hotel,1,0,4,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,131,parking,1,2015-07-08
Resort_Hotel,5,0,4,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,146,none,1,2015-07-08
Resort_Hotel,83,0,4,2,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,105,NULL,0,Transient,110.7,none,1,2015-07-08
Resort_Hotel,0,0,1,1,none,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,146,NULL,0,Transient,61,none,0,2015-07-08
Resort_Hotel,1,0,2,2,none,BB,CHE,Corporate,Corporate,0,0,0,A,F,0,No_Deposit,NULL,110,0,Transient,104.72,parking,1,2015-07-08
Resort_Hotel,113,2,4,2,none,BB,PRT,Direct,Direct,0,0,0,E,E,1,No_Deposit,250,NULL,0,Transient,77.96,parking,1,2015-07-08
Resort_Hotel,96,2,5,2,none,BB,GBR,Online_TA,TA/TO,0,0,0,E,F,0,No_Deposit,240,NULL,0,Transient,107,none,1,2015-07-08
Resort_Hotel,394,2,5,2,none,HB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,40,NULL,0,Contract,89.68,none,0,2015-07-08
Resort_Hotel,33,2,5,2,none,HB,PRT,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,155,none,0,2015-07-08
Resort_Hotel,82,2,6,3,none,BB,IRL,Direct,Direct,0,0,0,A,A,0,No_Deposit,250,NULL,0,Transient,112,none,1,2015-07-08
Resort_Hotel,100,2,7,3,none,BB,DNK,Online_TA,TA/TO,0,0,0,E,E,1,No_Deposit,240,NULL,0,Transient-Party,130.1,none,3,2015-07-08
Resort_Hotel,100,2,7,2,none,BB,DNK,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient-Party,100.1,none,2,2015-07-08
Resort_Hotel,68,0,2,3,none,BB,ARG,Direct,Direct,0,0,0,A,C,0,No_Deposit,250,NULL,0,Transient,124,parking,1,2015-07-09
Resort_Hotel,12,0,2,2,children,BB,PRT,Direct,Direct,0,0,0,H,G,2,No_Deposit,NULL,NULL,0,Transient,146,parking,0,2015-07-09
Resort_Hotel,78,0,3,2,children,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,82,none,2,2015-07-09
Resort_Hotel,16,1,3,1,none,BB,RUS,Direct,Direct,0,0,0,A,A,0,No_Deposit,250,NULL,0,Transient,98,none,1,2015-07-09
Resort_Hotel,14,2,3,2,none,BB,SWE,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,241,NULL,0,Transient,75.46,parking,1,2015-07-09
Resort_Hotel,77,2,3,2,none,BB,POL,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,177,NULL,0,Transient,65.5,none,0,2015-07-09
Resort_Hotel,90,2,5,2,none,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,40,NULL,0,Contract,93.6,none,0,2015-07-09
Resort_Hotel,249,2,5,2,none,HB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,112,none,1,2015-07-09
Resort_Hotel,10,0,1,2,none,BB,USA,Direct,Direct,0,0,0,A,A,0,No_Deposit,250,NULL,0,Transient,131,none,0,2015-07-10
Resort_Hotel,91,0,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,73.8,none,1,2015-07-10
Resort_Hotel,11,0,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,110.5,none,1,2015-07-10
Resort_Hotel,3,0,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,131,none,1,2015-07-10
Resort_Hotel,108,0,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,D,D,1,No_Deposit,240,NULL,0,Transient,87.3,none,2,2015-07-10
Resort_Hotel,91,0,2,2,none,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,73.8,none,1,2015-07-10
Resort_Hotel,37,1,2,2,none,BB,GBR,Online_TA,TA/TO,0,0,0,C,C,0,No_Deposit,105,NULL,0,Transient,120,none,1,2015-07-10
Resort_Hotel,21,1,2,2,none,BB,AUS,Direct,Direct,0,0,0,A,C,0,No_Deposit,250,NULL,0,Transient,98,none,1,2015-07-10
Resort_Hotel,106,1,2,2,none,BB,GBR,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,96.3,none,2,2015-07-10
Resort_Hotel,30,2,2,2,none,FB,PRT,Direct,Direct,0,0,0,F,F,0,No_Deposit,NULL,NULL,0,Transient-Party,197,none,1,2015-07-10
Resort_Hotel,21,2,3,2,children,HB,PRT,Direct,Direct,0,0,0,C,C,1,No_Deposit,250,NULL,0,Transient,165,parking,3,2015-07-10
Resort_Hotel,78,2,5,2,none,HB,PRT,Online_TA,TA/TO,0,0,0,A,A,1,No_Deposit,240,NULL,0,Transient,106.84,parking,2,2015-07-10
Resort_Hotel,31,2,5,2,none,HB,PRT,Direct,Direct,0,0,0,D,D,1,No_Deposit,250,NULL,0,Transient,161,parking,1,2015-07-10
Resort_Hotel,78,2,5,2,none,HB,PRT,Online_TA,TA/TO,0,0,0,D,D,1,No_Deposit,240,NULL,0,Transient,134.43,none,2,2015-07-10
Resort_Hotel,78,2,5,2,none,HB,PRT,Online_TA,TA/TO,0,0,0,E,E,1,No_Deposit,240,NULL,0,Transient,144.43,parking,2,2015-07-10
Resort_Hotel,44,2,5,1,none,HB,RUS,Offline_TA/TO,TA/TO,0,0,0,E,E,2,No_Deposit,244,NULL,0,Transient,152,none,0,2015-07-10
Resort_Hotel,34,2,5,2,children,HB,GBR,Online_TA,TA/TO,0,0,0,F,F,0,No_Deposit,241,NULL,0,Transient,125.54,none,3,2015-07-10
Resort_Hotel,87,2,5,2,children,FB,PRT,Offline_TA/TO,TA/TO,0,0,0,C,C,0,No_Deposit,5,NULL,0,Transient,133.83,none,2,2015-07-10
Resort_Hotel,11,2,6,3,children,BB,PRT,Direct,Direct,0,0,0,C,C,0,No_Deposit,250,NULL,0,Transient,159.75,parking,0,2015-07-10
Resort_Hotel,32,4,9,2,none,BB,DNK,Online_TA,TA/TO,0,0,0,C,C,0,No_Deposit,241,NULL,0,Transient,105.9,none,0,2015-07-10
Resort_Hotel,34,2,5,2,children,HB,GBR,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,241,NULL,0,Transient,95.27,none,3,2015-07-10
Resort_Hotel,34,2,5,2,none,HB,GBR,Online_TA,TA/TO,0,0,0,F,F,0,No_Deposit,241,NULL,0,Transient,108.83,none,1,2015-07-10
Resort_Hotel,44,2,3,2,none,BB,ESP,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,120.6,none,0,2015-07-11
